"","Country","CreationDate","CountTotalUsers","CountTotalUsersStack"
"1","Afghanistan","2012-06",1,1
"2","Afghanistan","2014-07",1,2
"3","Afghanistan","2016-06",1,3
"4","Afghanistan","2016-07",1,4
"5","Afghanistan","2018-01",1,5
"6","Afghanistan","2018-06",1,6
"7","Albania","2012-07",1,1
"8","Albania","2013-01",1,2
"9","Albania","2014-10",2,4
"10","Albania","2015-05",2,6
"11","Albania","2016-02",1,7
"12","Albania","2016-05",1,8
"13","Albania","2016-11",1,9
"14","Albania","2016-12",1,10
"15","Albania","2017-07",2,12
"16","Albania","2017-10",1,13
"17","Albania","2018-07",1,14
"18","Algeria","2012-03",1,1
"19","Algeria","2012-04",1,2
"20","Algeria","2013-11",1,3
"21","Algeria","2014-05",1,4
"22","Algeria","2014-06",1,5
"23","Algeria","2014-09",1,6
"24","Algeria","2014-12",1,7
"25","Algeria","2015-02",1,8
"26","Algeria","2015-04",1,9
"27","Algeria","2015-05",1,10
"28","Algeria","2015-07",1,11
"29","Algeria","2015-09",1,12
"30","Algeria","2016-02",1,13
"31","Algeria","2016-03",1,14
"32","Algeria","2016-05",1,15
"33","Algeria","2016-06",1,16
"34","Algeria","2017-04",1,17
"35","Algeria","2017-05",1,18
"36","Algeria","2017-07",1,19
"37","Algeria","2017-08",1,20
"38","Algeria","2018-02",1,21
"39","Algeria","2018-04",1,22
"40","Algeria","2018-09",1,23
"41","Algeria","2018-10",1,24
"42","Algeria","2018-11",1,25
"43","Algeria","2018-12",1,26
"44","American Samoa","2011-09",1,1
"45","Andorra","2015-03",1,1
"46","Andorra","2015-10",1,2
"47","Angola","2018-07",1,1
"48","Antarctica","2011-12",1,1
"49","Antarctica","2012-12",1,2
"50","Antarctica","2013-06",1,3
"51","Antarctica","2016-08",1,4
"52","Antarctica","2016-09",1,5
"53","Antarctica","2016-12",1,6
"54","Antarctica","2017-04",1,7
"55","Antarctica","2017-08",1,8
"56","Antarctica","2018-07",1,9
"57","Antarctica","2018-10",1,10
"58","Antigua and Barbuda","2012-06",1,1
"59","Antigua and Barbuda","2016-06",1,2
"60","Argentina","2010-08",2,2
"61","Argentina","2010-09",4,6
"62","Argentina","2010-12",2,8
"63","Argentina","2011-01",5,13
"64","Argentina","2011-02",2,15
"65","Argentina","2011-03",4,19
"66","Argentina","2011-04",1,20
"67","Argentina","2011-07",1,21
"68","Argentina","2011-08",1,22
"69","Argentina","2011-09",2,24
"70","Argentina","2011-10",2,26
"71","Argentina","2011-11",1,27
"72","Argentina","2011-12",1,28
"73","Argentina","2012-01",1,29
"74","Argentina","2012-03",5,34
"75","Argentina","2012-04",2,36
"76","Argentina","2012-05",1,37
"77","Argentina","2012-06",2,39
"78","Argentina","2012-07",1,40
"79","Argentina","2012-08",1,41
"80","Argentina","2012-09",2,43
"81","Argentina","2012-10",1,44
"82","Argentina","2012-11",1,45
"83","Argentina","2012-12",1,46
"84","Argentina","2013-01",3,49
"85","Argentina","2013-03",2,51
"86","Argentina","2013-04",2,53
"87","Argentina","2013-06",2,55
"88","Argentina","2013-07",3,58
"89","Argentina","2013-08",1,59
"90","Argentina","2013-09",3,62
"91","Argentina","2013-10",4,66
"92","Argentina","2013-11",5,71
"93","Argentina","2013-12",1,72
"94","Argentina","2014-02",3,75
"95","Argentina","2014-03",3,78
"96","Argentina","2014-04",2,80
"97","Argentina","2014-05",3,83
"98","Argentina","2014-06",1,84
"99","Argentina","2014-07",2,86
"100","Argentina","2014-08",6,92
"101","Argentina","2014-09",2,94
"102","Argentina","2014-10",3,97
"103","Argentina","2014-11",3,100
"104","Argentina","2014-12",4,104
"105","Argentina","2015-01",4,108
"106","Argentina","2015-02",4,112
"107","Argentina","2015-03",2,114
"108","Argentina","2015-05",6,120
"109","Argentina","2015-06",2,122
"110","Argentina","2015-07",6,128
"111","Argentina","2015-08",6,134
"112","Argentina","2015-09",7,141
"113","Argentina","2015-10",6,147
"114","Argentina","2015-11",7,154
"115","Argentina","2015-12",1,155
"116","Argentina","2016-01",2,157
"117","Argentina","2016-02",5,162
"118","Argentina","2016-03",6,168
"119","Argentina","2016-04",4,172
"120","Argentina","2016-05",4,176
"121","Argentina","2016-06",5,181
"122","Argentina","2016-07",4,185
"123","Argentina","2016-08",5,190
"124","Argentina","2016-09",4,194
"125","Argentina","2016-10",5,199
"126","Argentina","2016-11",8,207
"127","Argentina","2016-12",4,211
"128","Argentina","2017-01",7,218
"129","Argentina","2017-02",2,220
"130","Argentina","2017-03",3,223
"131","Argentina","2017-04",2,225
"132","Argentina","2017-05",6,231
"133","Argentina","2017-06",4,235
"134","Argentina","2017-07",4,239
"135","Argentina","2017-08",4,243
"136","Argentina","2017-09",8,251
"137","Argentina","2017-10",7,258
"138","Argentina","2017-11",5,263
"139","Argentina","2017-12",9,272
"140","Argentina","2018-01",6,278
"141","Argentina","2018-02",3,281
"142","Argentina","2018-03",6,287
"143","Argentina","2018-04",4,291
"144","Argentina","2018-05",3,294
"145","Argentina","2018-06",3,297
"146","Argentina","2018-07",7,304
"147","Argentina","2018-08",12,316
"148","Argentina","2018-09",5,321
"149","Argentina","2018-10",7,328
"150","Argentina","2018-11",6,334
"151","Armenia","2011-09",1,1
"152","Armenia","2012-09",1,2
"153","Armenia","2014-06",2,4
"154","Armenia","2014-08",1,5
"155","Armenia","2014-12",1,6
"156","Armenia","2015-01",1,7
"157","Armenia","2015-06",1,8
"158","Armenia","2015-10",1,9
"159","Armenia","2015-11",3,12
"160","Armenia","2015-12",1,13
"161","Armenia","2016-03",2,15
"162","Armenia","2016-04",1,16
"163","Armenia","2016-05",2,18
"164","Armenia","2016-07",1,19
"165","Armenia","2016-09",1,20
"166","Armenia","2016-12",1,21
"167","Armenia","2017-01",1,22
"168","Armenia","2017-05",1,23
"169","Armenia","2017-06",1,24
"170","Armenia","2017-09",2,26
"171","Armenia","2017-11",1,27
"172","Armenia","2018-02",2,29
"173","Armenia","2018-03",1,30
"174","Armenia","2018-04",2,32
"175","Armenia","2018-05",1,33
"176","Armenia","2018-06",1,34
"177","Armenia","2018-07",1,35
"178","Aruba","2014-09",1,1
"179","Aruba","2017-07",1,2
"180","Australia","2010-08",22,22
"181","Australia","2010-09",15,37
"182","Australia","2010-10",7,44
"183","Australia","2010-11",4,48
"184","Australia","2010-12",9,57
"185","Australia","2011-01",20,77
"186","Australia","2011-02",24,101
"187","Australia","2011-03",17,118
"188","Australia","2011-04",27,145
"189","Australia","2011-05",21,166
"190","Australia","2011-06",18,184
"191","Australia","2011-07",31,215
"192","Australia","2011-08",30,245
"193","Australia","2011-09",19,264
"194","Australia","2011-10",28,292
"195","Australia","2011-11",13,305
"196","Australia","2011-12",16,321
"197","Australia","2012-01",21,342
"198","Australia","2012-02",27,369
"199","Australia","2012-03",21,390
"200","Australia","2012-04",19,409
"201","Australia","2012-05",14,423
"202","Australia","2012-06",12,435
"203","Australia","2012-07",24,459
"204","Australia","2012-08",25,484
"205","Australia","2012-09",19,503
"206","Australia","2012-10",22,525
"207","Australia","2012-11",17,542
"208","Australia","2012-12",18,560
"209","Australia","2013-01",26,586
"210","Australia","2013-02",28,614
"211","Australia","2013-03",20,634
"212","Australia","2013-04",18,652
"213","Australia","2013-05",16,668
"214","Australia","2013-06",16,684
"215","Australia","2013-07",13,697
"216","Australia","2013-08",17,714
"217","Australia","2013-09",10,724
"218","Australia","2013-10",20,744
"219","Australia","2013-11",34,778
"220","Australia","2013-12",20,798
"221","Australia","2014-01",27,825
"222","Australia","2014-02",22,847
"223","Australia","2014-03",25,872
"224","Australia","2014-04",22,894
"225","Australia","2014-05",23,917
"226","Australia","2014-06",23,940
"227","Australia","2014-07",28,968
"228","Australia","2014-08",20,988
"229","Australia","2014-09",22,1010
"230","Australia","2014-10",22,1032
"231","Australia","2014-11",33,1065
"232","Australia","2014-12",22,1087
"233","Australia","2015-01",25,1112
"234","Australia","2015-02",26,1138
"235","Australia","2015-03",25,1163
"236","Australia","2015-04",25,1188
"237","Australia","2015-05",29,1217
"238","Australia","2015-06",27,1244
"239","Australia","2015-07",35,1279
"240","Australia","2015-08",31,1310
"241","Australia","2015-09",24,1334
"242","Australia","2015-10",32,1366
"243","Australia","2015-11",28,1394
"244","Australia","2015-12",29,1423
"245","Australia","2016-01",30,1453
"246","Australia","2016-02",19,1472
"247","Australia","2016-03",26,1498
"248","Australia","2016-04",26,1524
"249","Australia","2016-05",30,1554
"250","Australia","2016-06",24,1578
"251","Australia","2016-07",17,1595
"252","Australia","2016-08",20,1615
"253","Australia","2016-09",28,1643
"254","Australia","2016-10",28,1671
"255","Australia","2016-11",24,1695
"256","Australia","2016-12",26,1721
"257","Australia","2017-01",32,1753
"258","Australia","2017-02",31,1784
"259","Australia","2017-03",27,1811
"260","Australia","2017-04",19,1830
"261","Australia","2017-05",21,1851
"262","Australia","2017-06",35,1886
"263","Australia","2017-07",24,1910
"264","Australia","2017-08",24,1934
"265","Australia","2017-09",18,1952
"266","Australia","2017-10",25,1977
"267","Australia","2017-11",24,2001
"268","Australia","2017-12",20,2021
"269","Australia","2018-01",28,2049
"270","Australia","2018-02",31,2080
"271","Australia","2018-03",34,2114
"272","Australia","2018-04",23,2137
"273","Australia","2018-05",30,2167
"274","Australia","2018-06",13,2180
"275","Australia","2018-07",23,2203
"276","Australia","2018-08",17,2220
"277","Australia","2018-09",35,2255
"278","Australia","2018-10",35,2290
"279","Australia","2018-11",28,2318
"280","Austria","2010-08",2,2
"281","Austria","2010-09",1,3
"282","Austria","2010-10",1,4
"283","Austria","2010-11",1,5
"284","Austria","2010-12",1,6
"285","Austria","2011-01",1,7
"286","Austria","2011-03",2,9
"287","Austria","2011-04",4,13
"288","Austria","2011-05",2,15
"289","Austria","2011-06",3,18
"290","Austria","2011-07",5,23
"291","Austria","2011-08",2,25
"292","Austria","2011-09",4,29
"293","Austria","2011-10",5,34
"294","Austria","2011-11",3,37
"295","Austria","2011-12",1,38
"296","Austria","2012-01",2,40
"297","Austria","2012-02",3,43
"298","Austria","2012-03",5,48
"299","Austria","2012-04",4,52
"300","Austria","2012-05",1,53
"301","Austria","2012-06",4,57
"302","Austria","2012-07",4,61
"303","Austria","2012-08",5,66
"304","Austria","2012-09",3,69
"305","Austria","2012-10",6,75
"306","Austria","2012-11",2,77
"307","Austria","2012-12",4,81
"308","Austria","2013-01",3,84
"309","Austria","2013-02",5,89
"310","Austria","2013-03",1,90
"311","Austria","2013-04",4,94
"312","Austria","2013-05",6,100
"313","Austria","2013-06",5,105
"314","Austria","2013-07",5,110
"315","Austria","2013-08",5,115
"316","Austria","2013-09",3,118
"317","Austria","2013-10",4,122
"318","Austria","2013-11",2,124
"319","Austria","2013-12",5,129
"320","Austria","2014-01",11,140
"321","Austria","2014-02",5,145
"322","Austria","2014-03",7,152
"323","Austria","2014-04",4,156
"324","Austria","2014-05",8,164
"325","Austria","2014-06",4,168
"326","Austria","2014-07",2,170
"327","Austria","2014-09",6,176
"328","Austria","2014-10",3,179
"329","Austria","2014-11",2,181
"330","Austria","2014-12",3,184
"331","Austria","2015-01",5,189
"332","Austria","2015-02",3,192
"333","Austria","2015-03",9,201
"334","Austria","2015-04",10,211
"335","Austria","2015-05",5,216
"336","Austria","2015-06",7,223
"337","Austria","2015-07",5,228
"338","Austria","2015-08",1,229
"339","Austria","2015-09",4,233
"340","Austria","2015-10",10,243
"341","Austria","2015-11",7,250
"342","Austria","2015-12",3,253
"343","Austria","2016-01",1,254
"344","Austria","2016-02",4,258
"345","Austria","2016-03",5,263
"346","Austria","2016-04",4,267
"347","Austria","2016-05",4,271
"348","Austria","2016-06",5,276
"349","Austria","2016-07",3,279
"350","Austria","2016-08",4,283
"351","Austria","2016-09",8,291
"352","Austria","2016-10",5,296
"353","Austria","2016-11",4,300
"354","Austria","2016-12",8,308
"355","Austria","2017-01",5,313
"356","Austria","2017-02",4,317
"357","Austria","2017-03",4,321
"358","Austria","2017-04",2,323
"359","Austria","2017-05",4,327
"360","Austria","2017-06",3,330
"361","Austria","2017-07",4,334
"362","Austria","2017-08",4,338
"363","Austria","2017-09",2,340
"364","Austria","2017-10",2,342
"365","Austria","2017-11",5,347
"366","Austria","2017-12",3,350
"367","Austria","2018-01",4,354
"368","Austria","2018-02",3,357
"369","Austria","2018-03",6,363
"370","Austria","2018-04",2,365
"371","Austria","2018-05",6,371
"372","Austria","2018-06",2,373
"373","Austria","2018-07",6,379
"374","Austria","2018-08",4,383
"375","Austria","2018-09",9,392
"376","Austria","2018-10",6,398
"377","Austria","2018-11",3,401
"378","Azerbaijan","2010-11",1,1
"379","Azerbaijan","2011-04",1,2
"380","Azerbaijan","2013-10",1,3
"381","Azerbaijan","2014-01",1,4
"382","Azerbaijan","2014-02",1,5
"383","Azerbaijan","2015-10",1,6
"384","Azerbaijan","2015-12",2,8
"385","Azerbaijan","2016-02",1,9
"386","Azerbaijan","2016-03",1,10
"387","Azerbaijan","2016-05",1,11
"388","Azerbaijan","2016-09",2,13
"389","Azerbaijan","2016-10",1,14
"390","Azerbaijan","2016-11",1,15
"391","Azerbaijan","2016-12",1,16
"392","Azerbaijan","2017-03",1,17
"393","Azerbaijan","2018-01",1,18
"394","Azerbaijan","2018-02",1,19
"395","Azerbaijan","2018-03",1,20
"396","Bahrain","2011-12",1,1
"397","Bahrain","2013-05",1,2
"398","Bahrain","2015-05",2,4
"399","Bahrain","2015-08",1,5
"400","Bahrain","2015-09",1,6
"401","Bahrain","2016-01",1,7
"402","Bahrain","2016-09",1,8
"403","Bahrain","2018-01",1,9
"404","Bangladesh","2011-08",2,2
"405","Bangladesh","2011-10",2,4
"406","Bangladesh","2011-11",1,5
"407","Bangladesh","2012-01",2,7
"408","Bangladesh","2012-02",2,9
"409","Bangladesh","2012-05",1,10
"410","Bangladesh","2012-09",1,11
"411","Bangladesh","2012-10",1,12
"412","Bangladesh","2013-01",1,13
"413","Bangladesh","2013-02",4,17
"414","Bangladesh","2013-03",2,19
"415","Bangladesh","2013-06",3,22
"416","Bangladesh","2013-07",1,23
"417","Bangladesh","2013-08",1,24
"418","Bangladesh","2013-09",2,26
"419","Bangladesh","2013-10",2,28
"420","Bangladesh","2013-11",2,30
"421","Bangladesh","2013-12",1,31
"422","Bangladesh","2014-02",2,33
"423","Bangladesh","2014-03",1,34
"424","Bangladesh","2014-05",2,36
"425","Bangladesh","2014-06",1,37
"426","Bangladesh","2014-07",1,38
"427","Bangladesh","2014-08",1,39
"428","Bangladesh","2014-09",2,41
"429","Bangladesh","2014-10",2,43
"430","Bangladesh","2014-11",5,48
"431","Bangladesh","2014-12",3,51
"432","Bangladesh","2015-01",6,57
"433","Bangladesh","2015-02",1,58
"434","Bangladesh","2015-03",4,62
"435","Bangladesh","2015-04",3,65
"436","Bangladesh","2015-05",5,70
"437","Bangladesh","2015-06",5,75
"438","Bangladesh","2015-07",4,79
"439","Bangladesh","2015-08",3,82
"440","Bangladesh","2015-09",4,86
"441","Bangladesh","2015-11",4,90
"442","Bangladesh","2015-12",7,97
"443","Bangladesh","2016-01",2,99
"444","Bangladesh","2016-02",3,102
"445","Bangladesh","2016-03",4,106
"446","Bangladesh","2016-04",5,111
"447","Bangladesh","2016-05",6,117
"448","Bangladesh","2016-06",4,121
"449","Bangladesh","2016-07",5,126
"450","Bangladesh","2016-08",8,134
"451","Bangladesh","2016-09",4,138
"452","Bangladesh","2016-10",4,142
"453","Bangladesh","2016-11",5,147
"454","Bangladesh","2016-12",5,152
"455","Bangladesh","2017-01",7,159
"456","Bangladesh","2017-02",10,169
"457","Bangladesh","2017-03",4,173
"458","Bangladesh","2017-04",4,177
"459","Bangladesh","2017-05",7,184
"460","Bangladesh","2017-06",3,187
"461","Bangladesh","2017-07",6,193
"462","Bangladesh","2017-08",3,196
"463","Bangladesh","2017-09",5,201
"464","Bangladesh","2017-10",8,209
"465","Bangladesh","2017-11",8,217
"466","Bangladesh","2017-12",5,222
"467","Bangladesh","2018-01",6,228
"468","Bangladesh","2018-02",8,236
"469","Bangladesh","2018-03",7,243
"470","Bangladesh","2018-04",6,249
"471","Bangladesh","2018-05",12,261
"472","Bangladesh","2018-06",3,264
"473","Bangladesh","2018-07",3,267
"474","Bangladesh","2018-08",4,271
"475","Bangladesh","2018-09",12,283
"476","Bangladesh","2018-10",14,297
"477","Bangladesh","2018-11",11,308
"478","Barbados","2013-02",1,1
"479","Barbados","2014-08",1,2
"480","Barbados","2015-10",1,3
"481","Belarus","2010-09",1,1
"482","Belarus","2010-11",1,2
"483","Belarus","2011-02",1,3
"484","Belarus","2011-07",1,4
"485","Belarus","2011-08",1,5
"486","Belarus","2011-10",1,6
"487","Belarus","2012-02",1,7
"488","Belarus","2012-04",1,8
"489","Belarus","2012-07",1,9
"490","Belarus","2012-08",1,10
"491","Belarus","2012-10",1,11
"492","Belarus","2012-12",1,12
"493","Belarus","2013-01",2,14
"494","Belarus","2013-02",3,17
"495","Belarus","2013-06",2,19
"496","Belarus","2013-07",1,20
"497","Belarus","2013-08",1,21
"498","Belarus","2013-09",2,23
"499","Belarus","2013-10",3,26
"500","Belarus","2013-11",2,28
"501","Belarus","2013-12",2,30
"502","Belarus","2014-02",2,32
"503","Belarus","2014-03",1,33
"504","Belarus","2014-04",2,35
"505","Belarus","2014-06",1,36
"506","Belarus","2014-07",1,37
"507","Belarus","2014-08",2,39
"508","Belarus","2014-09",1,40
"509","Belarus","2014-10",2,42
"510","Belarus","2014-11",1,43
"511","Belarus","2014-12",1,44
"512","Belarus","2015-01",2,46
"513","Belarus","2015-02",2,48
"514","Belarus","2015-03",1,49
"515","Belarus","2015-04",2,51
"516","Belarus","2015-05",1,52
"517","Belarus","2015-06",1,53
"518","Belarus","2015-07",2,55
"519","Belarus","2015-08",1,56
"520","Belarus","2015-09",1,57
"521","Belarus","2015-10",9,66
"522","Belarus","2015-11",4,70
"523","Belarus","2015-12",4,74
"524","Belarus","2016-01",2,76
"525","Belarus","2016-02",3,79
"526","Belarus","2016-03",4,83
"527","Belarus","2016-04",2,85
"528","Belarus","2016-05",3,88
"529","Belarus","2016-07",4,92
"530","Belarus","2016-08",5,97
"531","Belarus","2016-09",4,101
"532","Belarus","2016-10",2,103
"533","Belarus","2016-11",2,105
"534","Belarus","2016-12",5,110
"535","Belarus","2017-01",2,112
"536","Belarus","2017-02",2,114
"537","Belarus","2017-04",1,115
"538","Belarus","2017-05",2,117
"539","Belarus","2017-06",1,118
"540","Belarus","2017-07",3,121
"541","Belarus","2017-08",2,123
"542","Belarus","2017-09",2,125
"543","Belarus","2017-10",4,129
"544","Belarus","2017-11",4,133
"545","Belarus","2018-01",4,137
"546","Belarus","2018-02",2,139
"547","Belarus","2018-03",3,142
"548","Belarus","2018-04",1,143
"549","Belarus","2018-05",4,147
"550","Belarus","2018-06",1,148
"551","Belarus","2018-07",5,153
"552","Belarus","2018-08",6,159
"553","Belarus","2018-09",4,163
"554","Belarus","2018-10",1,164
"555","Belarus","2018-11",3,167
"556","Belarus","2018-12",1,168
"557","Belgium","2010-08",2,2
"558","Belgium","2010-09",6,8
"559","Belgium","2010-10",1,9
"560","Belgium","2010-11",4,13
"561","Belgium","2010-12",5,18
"562","Belgium","2011-01",4,22
"563","Belgium","2011-02",3,25
"564","Belgium","2011-03",3,28
"565","Belgium","2011-04",10,38
"566","Belgium","2011-05",4,42
"567","Belgium","2011-06",2,44
"568","Belgium","2011-07",7,51
"569","Belgium","2011-08",7,58
"570","Belgium","2011-09",5,63
"571","Belgium","2011-10",10,73
"572","Belgium","2011-11",5,78
"573","Belgium","2011-12",2,80
"574","Belgium","2012-01",4,84
"575","Belgium","2012-02",5,89
"576","Belgium","2012-03",5,94
"577","Belgium","2012-04",7,101
"578","Belgium","2012-05",7,108
"579","Belgium","2012-06",2,110
"580","Belgium","2012-07",5,115
"581","Belgium","2012-08",8,123
"582","Belgium","2012-09",3,126
"583","Belgium","2012-10",3,129
"584","Belgium","2012-11",8,137
"585","Belgium","2012-12",1,138
"586","Belgium","2013-01",4,142
"587","Belgium","2013-02",5,147
"588","Belgium","2013-03",2,149
"589","Belgium","2013-04",7,156
"590","Belgium","2013-05",2,158
"591","Belgium","2013-07",2,160
"592","Belgium","2013-08",8,168
"593","Belgium","2013-09",2,170
"594","Belgium","2013-10",3,173
"595","Belgium","2013-11",9,182
"596","Belgium","2013-12",4,186
"597","Belgium","2014-01",7,193
"598","Belgium","2014-02",8,201
"599","Belgium","2014-03",7,208
"600","Belgium","2014-04",5,213
"601","Belgium","2014-05",2,215
"602","Belgium","2014-06",6,221
"603","Belgium","2014-07",5,226
"604","Belgium","2014-08",9,235
"605","Belgium","2014-09",8,243
"606","Belgium","2014-10",4,247
"607","Belgium","2014-11",11,258
"608","Belgium","2014-12",7,265
"609","Belgium","2015-01",11,276
"610","Belgium","2015-02",9,285
"611","Belgium","2015-03",6,291
"612","Belgium","2015-04",6,297
"613","Belgium","2015-05",5,302
"614","Belgium","2015-06",5,307
"615","Belgium","2015-07",5,312
"616","Belgium","2015-08",9,321
"617","Belgium","2015-09",12,333
"618","Belgium","2015-10",8,341
"619","Belgium","2015-11",9,350
"620","Belgium","2015-12",10,360
"621","Belgium","2016-01",5,365
"622","Belgium","2016-02",14,379
"623","Belgium","2016-03",8,387
"624","Belgium","2016-04",4,391
"625","Belgium","2016-05",5,396
"626","Belgium","2016-06",8,404
"627","Belgium","2016-07",6,410
"628","Belgium","2016-08",3,413
"629","Belgium","2016-09",5,418
"630","Belgium","2016-10",6,424
"631","Belgium","2016-11",7,431
"632","Belgium","2016-12",9,440
"633","Belgium","2017-01",12,452
"634","Belgium","2017-02",8,460
"635","Belgium","2017-03",6,466
"636","Belgium","2017-04",7,473
"637","Belgium","2017-05",4,477
"638","Belgium","2017-06",6,483
"639","Belgium","2017-07",3,486
"640","Belgium","2017-08",6,492
"641","Belgium","2017-09",5,497
"642","Belgium","2017-10",5,502
"643","Belgium","2017-11",6,508
"644","Belgium","2017-12",6,514
"645","Belgium","2018-01",5,519
"646","Belgium","2018-02",4,523
"647","Belgium","2018-03",9,532
"648","Belgium","2018-04",3,535
"649","Belgium","2018-05",4,539
"650","Belgium","2018-06",9,548
"651","Belgium","2018-07",3,551
"652","Belgium","2018-08",5,556
"653","Belgium","2018-09",7,563
"654","Belgium","2018-10",8,571
"655","Belgium","2018-11",6,577
"656","Belize","2013-09",1,1
"657","Belize","2017-06",1,2
"658","Benin","2011-09",1,1
"659","Benin","2017-02",1,2
"660","Bermuda","2015-07",1,1
"661","Bermuda","2017-06",1,2
"662","Bermuda","2018-10",1,3
"663","Bhutan","2018-03",1,1
"664","Bolivia","2011-08",1,1
"665","Bolivia","2011-11",1,2
"666","Bolivia","2012-06",1,3
"667","Bolivia","2012-07",1,4
"668","Bolivia","2012-11",1,5
"669","Bolivia","2013-07",1,6
"670","Bolivia","2013-08",1,7
"671","Bolivia","2013-09",1,8
"672","Bolivia","2013-10",1,9
"673","Bolivia","2014-05",1,10
"674","Bolivia","2014-11",1,11
"675","Bolivia","2014-12",1,12
"676","Bolivia","2015-04",1,13
"677","Bolivia","2015-06",1,14
"678","Bolivia","2016-02",1,15
"679","Bolivia","2016-03",1,16
"680","Bolivia","2016-06",1,17
"681","Bolivia","2016-12",1,18
"682","Bolivia","2017-02",1,19
"683","Bolivia","2018-04",1,20
"684","Bolivia","2018-05",2,22
"685","Bolivia","2018-06",1,23
"686","Bolivia","2018-10",1,24
"687","Bosnia and Herzegovina","2011-02",1,1
"688","Bosnia and Herzegovina","2011-05",1,2
"689","Bosnia and Herzegovina","2011-08",1,3
"690","Bosnia and Herzegovina","2012-01",1,4
"691","Bosnia and Herzegovina","2013-02",1,5
"692","Bosnia and Herzegovina","2013-04",1,6
"693","Bosnia and Herzegovina","2014-04",2,8
"694","Bosnia and Herzegovina","2014-09",1,9
"695","Bosnia and Herzegovina","2014-11",1,10
"696","Bosnia and Herzegovina","2015-03",1,11
"697","Bosnia and Herzegovina","2015-04",1,12
"698","Bosnia and Herzegovina","2015-05",1,13
"699","Bosnia and Herzegovina","2015-06",1,14
"700","Bosnia and Herzegovina","2015-07",1,15
"701","Bosnia and Herzegovina","2016-09",1,16
"702","Bosnia and Herzegovina","2016-10",1,17
"703","Bosnia and Herzegovina","2016-11",1,18
"704","Bosnia and Herzegovina","2017-08",1,19
"705","Bosnia and Herzegovina","2017-09",1,20
"706","Bosnia and Herzegovina","2017-12",1,21
"707","Bosnia and Herzegovina","2018-04",2,23
"708","Bosnia and Herzegovina","2018-08",1,24
"709","Bosnia and Herzegovina","2018-09",2,26
"710","Bosnia and Herzegovina","2018-11",2,28
"711","Botswana","2016-10",1,1
"712","Brazil","2010-08",2,2
"713","Brazil","2010-09",3,5
"714","Brazil","2010-11",3,8
"715","Brazil","2010-12",1,9
"716","Brazil","2011-01",7,16
"717","Brazil","2011-02",3,19
"718","Brazil","2011-03",4,23
"719","Brazil","2011-04",6,29
"720","Brazil","2011-05",2,31
"721","Brazil","2011-06",5,36
"722","Brazil","2011-07",8,44
"723","Brazil","2011-08",6,50
"724","Brazil","2011-09",2,52
"725","Brazil","2011-10",4,56
"726","Brazil","2011-11",7,63
"727","Brazil","2011-12",6,69
"728","Brazil","2012-01",8,77
"729","Brazil","2012-02",7,84
"730","Brazil","2012-03",7,91
"731","Brazil","2012-04",4,95
"732","Brazil","2012-05",5,100
"733","Brazil","2012-06",6,106
"734","Brazil","2012-07",10,116
"735","Brazil","2012-08",10,126
"736","Brazil","2012-09",7,133
"737","Brazil","2012-10",5,138
"738","Brazil","2012-11",8,146
"739","Brazil","2012-12",6,152
"740","Brazil","2013-01",10,162
"741","Brazil","2013-02",8,170
"742","Brazil","2013-03",7,177
"743","Brazil","2013-04",8,185
"744","Brazil","2013-05",12,197
"745","Brazil","2013-06",7,204
"746","Brazil","2013-07",4,208
"747","Brazil","2013-08",8,216
"748","Brazil","2013-09",11,227
"749","Brazil","2013-10",8,235
"750","Brazil","2013-11",4,239
"751","Brazil","2013-12",10,249
"752","Brazil","2014-01",14,263
"753","Brazil","2014-02",8,271
"754","Brazil","2014-03",5,276
"755","Brazil","2014-04",10,286
"756","Brazil","2014-05",12,298
"757","Brazil","2014-06",5,303
"758","Brazil","2014-07",9,312
"759","Brazil","2014-08",12,324
"760","Brazil","2014-09",8,332
"761","Brazil","2014-10",16,348
"762","Brazil","2014-11",16,364
"763","Brazil","2014-12",16,380
"764","Brazil","2015-01",18,398
"765","Brazil","2015-02",17,415
"766","Brazil","2015-03",15,430
"767","Brazil","2015-04",14,444
"768","Brazil","2015-05",15,459
"769","Brazil","2015-06",22,481
"770","Brazil","2015-07",11,492
"771","Brazil","2015-08",10,502
"772","Brazil","2015-09",19,521
"773","Brazil","2015-10",22,543
"774","Brazil","2015-11",17,560
"775","Brazil","2015-12",11,571
"776","Brazil","2016-01",17,588
"777","Brazil","2016-02",11,599
"778","Brazil","2016-03",15,614
"779","Brazil","2016-04",10,624
"780","Brazil","2016-05",10,634
"781","Brazil","2016-06",14,648
"782","Brazil","2016-07",12,660
"783","Brazil","2016-08",15,675
"784","Brazil","2016-09",7,682
"785","Brazil","2016-10",16,698
"786","Brazil","2016-11",13,711
"787","Brazil","2016-12",11,722
"788","Brazil","2017-01",14,736
"789","Brazil","2017-02",13,749
"790","Brazil","2017-03",23,772
"791","Brazil","2017-04",9,781
"792","Brazil","2017-05",16,797
"793","Brazil","2017-06",17,814
"794","Brazil","2017-07",12,826
"795","Brazil","2017-08",18,844
"796","Brazil","2017-09",11,855
"797","Brazil","2017-10",14,869
"798","Brazil","2017-11",13,882
"799","Brazil","2017-12",9,891
"800","Brazil","2018-01",12,903
"801","Brazil","2018-02",17,920
"802","Brazil","2018-03",8,928
"803","Brazil","2018-04",16,944
