"","Country","CreationDate","CountTotalUsers","CountTotalUsersStack"
"1400","Cyprus","2017-06",1,22
"1401","Cyprus","2017-07",1,23
"1402","Cyprus","2017-10",1,24
"1403","Cyprus","2017-11",1,25
"1404","Cyprus","2018-01",1,26
"1405","Cyprus","2018-03",1,27
"1406","Cyprus","2018-10",1,28
"1407","Cyprus","2018-12",1,29
"1408","Czech Republic","2010-09",1,1
"1409","Czech Republic","2010-11",1,2
"1410","Czech Republic","2011-01",2,4
"1411","Czech Republic","2011-02",2,6
"1412","Czech Republic","2011-04",5,11
"1413","Czech Republic","2011-05",2,13
"1414","Czech Republic","2011-06",1,14
"1415","Czech Republic","2011-07",3,17
"1416","Czech Republic","2011-09",1,18
"1417","Czech Republic","2011-10",2,20
"1418","Czech Republic","2011-11",1,21
"1419","Czech Republic","2011-12",1,22
"1420","Czech Republic","2012-01",3,25
"1421","Czech Republic","2012-03",5,30
"1422","Czech Republic","2012-04",2,32
"1423","Czech Republic","2012-07",5,37
"1424","Czech Republic","2012-09",4,41
"1425","Czech Republic","2012-10",1,42
"1426","Czech Republic","2012-11",2,44
"1427","Czech Republic","2012-12",4,48
"1428","Czech Republic","2013-02",5,53
"1429","Czech Republic","2013-03",1,54
"1430","Czech Republic","2013-04",3,57
"1431","Czech Republic","2013-05",3,60
"1432","Czech Republic","2013-06",1,61
"1433","Czech Republic","2013-07",3,64
"1434","Czech Republic","2013-08",3,67
"1435","Czech Republic","2013-09",1,68
"1436","Czech Republic","2013-10",6,74
"1437","Czech Republic","2013-11",6,80
"1438","Czech Republic","2013-12",1,81
"1439","Czech Republic","2014-01",4,85
"1440","Czech Republic","2014-02",2,87
"1441","Czech Republic","2014-03",3,90
"1442","Czech Republic","2014-05",5,95
"1443","Czech Republic","2014-06",5,100
"1444","Czech Republic","2014-07",2,102
"1445","Czech Republic","2014-08",2,104
"1446","Czech Republic","2014-10",2,106
"1447","Czech Republic","2014-11",3,109
"1448","Czech Republic","2014-12",8,117
"1449","Czech Republic","2015-01",4,121
"1450","Czech Republic","2015-02",4,125
"1451","Czech Republic","2015-03",6,131
"1452","Czech Republic","2015-04",7,138
"1453","Czech Republic","2015-05",3,141
"1454","Czech Republic","2015-06",10,151
"1455","Czech Republic","2015-07",7,158
"1456","Czech Republic","2015-08",5,163
"1457","Czech Republic","2015-09",4,167
"1458","Czech Republic","2015-10",7,174
"1459","Czech Republic","2015-11",3,177
"1460","Czech Republic","2015-12",4,181
"1461","Czech Republic","2016-01",4,185
"1462","Czech Republic","2016-02",1,186
"1463","Czech Republic","2016-03",5,191
"1464","Czech Republic","2016-04",7,198
"1465","Czech Republic","2016-05",5,203
"1466","Czech Republic","2016-06",3,206
"1467","Czech Republic","2016-07",7,213
"1468","Czech Republic","2016-08",2,215
"1469","Czech Republic","2016-09",3,218
"1470","Czech Republic","2016-10",9,227
"1471","Czech Republic","2016-11",8,235
"1472","Czech Republic","2016-12",1,236
"1473","Czech Republic","2017-01",4,240
"1474","Czech Republic","2017-02",1,241
"1475","Czech Republic","2017-03",2,243
"1476","Czech Republic","2017-04",1,244
"1477","Czech Republic","2017-05",5,249
"1478","Czech Republic","2017-07",5,254
"1479","Czech Republic","2017-08",7,261
"1480","Czech Republic","2017-10",3,264
"1481","Czech Republic","2017-11",4,268
"1482","Czech Republic","2017-12",1,269
"1483","Czech Republic","2018-01",4,273
"1484","Czech Republic","2018-02",4,277
"1485","Czech Republic","2018-03",4,281
"1486","Czech Republic","2018-04",7,288
"1487","Czech Republic","2018-05",5,293
"1488","Czech Republic","2018-06",2,295
"1489","Czech Republic","2018-07",3,298
"1490","Czech Republic","2018-08",1,299
"1491","Czech Republic","2018-09",7,306
"1492","Czech Republic","2018-10",5,311
"1493","Czech Republic","2018-11",5,316
"1494","Denmark","2010-08",6,6
"1495","Denmark","2010-09",3,9
"1496","Denmark","2010-10",1,10
"1497","Denmark","2010-12",2,12
"1498","Denmark","2011-01",4,16
"1499","Denmark","2011-02",4,20
"1500","Denmark","2011-03",4,24
"1501","Denmark","2011-04",8,32
"1502","Denmark","2011-05",2,34
"1503","Denmark","2011-06",4,38
"1504","Denmark","2011-07",5,43
"1505","Denmark","2011-08",9,52
"1506","Denmark","2011-09",4,56
"1507","Denmark","2011-10",8,64
"1508","Denmark","2011-11",6,70
"1509","Denmark","2011-12",9,79
"1510","Denmark","2012-01",5,84
"1511","Denmark","2012-03",4,88
"1512","Denmark","2012-04",3,91
"1513","Denmark","2012-05",3,94
"1514","Denmark","2012-07",6,100
"1515","Denmark","2012-08",5,105
"1516","Denmark","2012-09",3,108
"1517","Denmark","2012-10",5,113
"1518","Denmark","2012-11",2,115
"1519","Denmark","2012-12",5,120
"1520","Denmark","2013-01",5,125
"1521","Denmark","2013-02",3,128
"1522","Denmark","2013-03",3,131
"1523","Denmark","2013-04",5,136
"1524","Denmark","2013-05",7,143
"1525","Denmark","2013-06",4,147
"1526","Denmark","2013-07",6,153
"1527","Denmark","2013-08",2,155
"1528","Denmark","2013-09",5,160
"1529","Denmark","2013-10",4,164
"1530","Denmark","2013-11",7,171
"1531","Denmark","2013-12",6,177
"1532","Denmark","2014-01",4,181
"1533","Denmark","2014-02",3,184
"1534","Denmark","2014-03",10,194
"1535","Denmark","2014-04",8,202
"1536","Denmark","2014-05",2,204
"1537","Denmark","2014-06",4,208
"1538","Denmark","2014-07",3,211
"1539","Denmark","2014-08",6,217
"1540","Denmark","2014-09",8,225
"1541","Denmark","2014-10",9,234
"1542","Denmark","2014-11",9,243
"1543","Denmark","2014-12",4,247
"1544","Denmark","2015-01",6,253
"1545","Denmark","2015-02",6,259
"1546","Denmark","2015-03",4,263
"1547","Denmark","2015-04",4,267
"1548","Denmark","2015-05",3,270
"1549","Denmark","2015-06",9,279
"1550","Denmark","2015-07",8,287
"1551","Denmark","2015-08",5,292
"1552","Denmark","2015-09",8,300
"1553","Denmark","2015-10",14,314
"1554","Denmark","2015-11",6,320
"1555","Denmark","2015-12",3,323
"1556","Denmark","2016-01",9,332
"1557","Denmark","2016-02",7,339
"1558","Denmark","2016-03",7,346
"1559","Denmark","2016-04",7,353
"1560","Denmark","2016-05",3,356
"1561","Denmark","2016-06",1,357
"1562","Denmark","2016-07",1,358
"1563","Denmark","2016-08",6,364
"1564","Denmark","2016-09",3,367
"1565","Denmark","2016-10",8,375
"1566","Denmark","2016-11",7,382
"1567","Denmark","2016-12",10,392
"1568","Denmark","2017-01",7,399
"1569","Denmark","2017-02",4,403
"1570","Denmark","2017-03",7,410
"1571","Denmark","2017-04",10,420
"1572","Denmark","2017-05",2,422
"1573","Denmark","2017-06",4,426
"1574","Denmark","2017-07",3,429
"1575","Denmark","2017-08",4,433
"1576","Denmark","2017-09",4,437
"1577","Denmark","2017-10",10,447
"1578","Denmark","2017-11",6,453
"1579","Denmark","2017-12",6,459
"1580","Denmark","2018-01",7,466
"1581","Denmark","2018-02",5,471
"1582","Denmark","2018-03",4,475
"1583","Denmark","2018-04",4,479
"1584","Denmark","2018-05",6,485
"1585","Denmark","2018-06",3,488
"1586","Denmark","2018-07",4,492
"1587","Denmark","2018-08",2,494
"1588","Denmark","2018-09",3,497
"1589","Denmark","2018-10",6,503
"1590","Denmark","2018-11",3,506
"1591","Dominican Republic","2012-03",2,2
"1592","Dominican Republic","2012-07",1,3
"1593","Dominican Republic","2012-12",1,4
"1594","Dominican Republic","2013-04",1,5
"1595","Dominican Republic","2013-06",1,6
"1596","Dominican Republic","2013-10",1,7
"1597","Dominican Republic","2013-11",2,9
"1598","Dominican Republic","2014-02",2,11
"1599","Dominican Republic","2014-05",1,12
"1600","Dominican Republic","2014-09",1,13
"1601","Dominican Republic","2014-10",2,15
"1602","Dominican Republic","2015-01",1,16
"1603","Dominican Republic","2015-02",1,17
"1604","Dominican Republic","2015-03",2,19
"1605","Dominican Republic","2015-04",2,21
"1606","Dominican Republic","2015-08",1,22
"1607","Dominican Republic","2015-11",2,24
"1608","Dominican Republic","2015-12",1,25
"1609","Dominican Republic","2016-01",2,27
"1610","Dominican Republic","2016-05",1,28
"1611","Dominican Republic","2016-11",1,29
"1612","Dominican Republic","2016-12",2,31
"1613","Dominican Republic","2017-09",1,32
"1614","Dominican Republic","2017-10",1,33
"1615","Dominican Republic","2017-11",1,34
"1616","Dominican Republic","2017-12",1,35
"1617","Dominican Republic","2018-02",1,36
"1618","Dominican Republic","2018-09",4,40
"1619","Ecuador","2011-07",1,1
"1620","Ecuador","2011-09",1,2
"1621","Ecuador","2011-12",1,3
"1622","Ecuador","2012-02",3,6
"1623","Ecuador","2012-04",1,7
"1624","Ecuador","2013-01",1,8
"1625","Ecuador","2013-11",1,9
"1626","Ecuador","2014-04",1,10
"1627","Ecuador","2014-09",1,11
"1628","Ecuador","2014-11",1,12
"1629","Ecuador","2015-04",1,13
"1630","Ecuador","2015-08",1,14
"1631","Ecuador","2015-10",1,15
"1632","Ecuador","2016-03",1,16
"1633","Ecuador","2016-04",1,17
"1634","Ecuador","2016-05",1,18
"1635","Ecuador","2016-11",1,19
"1636","Ecuador","2017-03",2,21
"1637","Ecuador","2017-04",2,23
"1638","Ecuador","2017-07",1,24
"1639","Ecuador","2017-08",2,26
"1640","Ecuador","2018-02",1,27
"1641","Ecuador","2018-03",1,28
"1642","Ecuador","2018-04",1,29
"1643","Ecuador","2018-05",2,31
"1644","Ecuador","2018-06",2,33
"1645","Ecuador","2018-11",1,34
"1646","Egypt","2011-03",1,1
"1647","Egypt","2011-10",1,2
"1648","Egypt","2011-11",1,3
"1649","Egypt","2011-12",1,4
"1650","Egypt","2012-01",3,7
"1651","Egypt","2012-02",3,10
"1652","Egypt","2012-03",1,11
"1653","Egypt","2012-05",1,12
"1654","Egypt","2012-06",1,13
"1655","Egypt","2012-08",1,14
"1656","Egypt","2012-12",2,16
"1657","Egypt","2013-01",2,18
"1658","Egypt","2013-04",2,20
"1659","Egypt","2013-06",1,21
"1660","Egypt","2013-07",3,24
"1661","Egypt","2013-08",1,25
"1662","Egypt","2013-09",3,28
"1663","Egypt","2013-10",1,29
"1664","Egypt","2013-11",2,31
"1665","Egypt","2014-01",1,32
"1666","Egypt","2014-02",2,34
"1667","Egypt","2014-07",1,35
"1668","Egypt","2014-08",3,38
"1669","Egypt","2014-09",1,39
"1670","Egypt","2014-10",3,42
"1671","Egypt","2014-11",1,43
"1672","Egypt","2014-12",4,47
"1673","Egypt","2015-01",3,50
"1674","Egypt","2015-02",2,52
"1675","Egypt","2015-04",4,56
"1676","Egypt","2015-06",4,60
"1677","Egypt","2015-07",7,67
"1678","Egypt","2015-08",2,69
"1679","Egypt","2015-09",3,72
"1680","Egypt","2015-10",2,74
"1681","Egypt","2015-11",2,76
"1682","Egypt","2015-12",2,78
"1683","Egypt","2016-01",2,80
"1684","Egypt","2016-02",2,82
"1685","Egypt","2016-03",4,86
"1686","Egypt","2016-04",2,88
"1687","Egypt","2016-05",3,91
"1688","Egypt","2016-06",2,93
"1689","Egypt","2016-07",2,95
"1690","Egypt","2016-08",3,98
"1691","Egypt","2016-09",1,99
"1692","Egypt","2016-10",2,101
"1693","Egypt","2016-11",3,104
"1694","Egypt","2016-12",6,110
"1695","Egypt","2017-01",2,112
"1696","Egypt","2017-02",1,113
"1697","Egypt","2017-03",5,118
"1698","Egypt","2017-04",1,119
"1699","Egypt","2017-05",4,123
"1700","Egypt","2017-06",4,127
"1701","Egypt","2017-07",4,131
"1702","Egypt","2017-08",4,135
"1703","Egypt","2017-09",2,137
"1704","Egypt","2017-10",3,140
"1705","Egypt","2017-11",3,143
"1706","Egypt","2017-12",7,150
"1707","Egypt","2018-01",3,153
"1708","Egypt","2018-02",3,156
"1709","Egypt","2018-03",1,157
"1710","Egypt","2018-04",5,162
"1711","Egypt","2018-05",3,165
"1712","Egypt","2018-06",5,170
"1713","Egypt","2018-07",7,177
"1714","Egypt","2018-08",5,182
"1715","Egypt","2018-09",4,186
"1716","Egypt","2018-10",4,190
"1717","Egypt","2018-11",4,194
"1718","El Salvador","2011-02",1,1
"1719","El Salvador","2011-04",1,2
"1720","El Salvador","2013-04",1,3
"1721","El Salvador","2013-06",1,4
"1722","El Salvador","2014-01",1,5
"1723","El Salvador","2014-02",1,6
"1724","El Salvador","2014-04",1,7
"1725","El Salvador","2015-01",1,8
"1726","El Salvador","2015-10",1,9
"1727","El Salvador","2016-05",1,10
"1728","El Salvador","2016-10",1,11
"1729","El Salvador","2017-07",1,12
"1730","El Salvador","2017-11",2,14
"1731","El Salvador","2018-01",2,16
"1732","El Salvador","2018-08",2,18
"1733","El Salvador","2018-11",1,19
"1734","Estonia","2010-08",2,2
"1735","Estonia","2010-10",2,4
"1736","Estonia","2010-11",1,5
"1737","Estonia","2010-12",2,7
"1738","Estonia","2011-01",1,8
"1739","Estonia","2011-02",2,10
"1740","Estonia","2011-03",1,11
"1741","Estonia","2011-04",1,12
"1742","Estonia","2011-05",1,13
"1743","Estonia","2011-07",2,15
"1744","Estonia","2011-10",1,16
"1745","Estonia","2011-11",1,17
"1746","Estonia","2012-01",1,18
"1747","Estonia","2012-02",1,19
"1748","Estonia","2012-03",1,20
"1749","Estonia","2012-04",1,21
"1750","Estonia","2012-05",1,22
"1751","Estonia","2012-06",1,23
"1752","Estonia","2012-09",4,27
"1753","Estonia","2012-12",1,28
"1754","Estonia","2013-01",1,29
"1755","Estonia","2013-02",1,30
"1756","Estonia","2013-03",2,32
"1757","Estonia","2013-06",1,33
"1758","Estonia","2013-08",1,34
"1759","Estonia","2013-10",1,35
"1760","Estonia","2013-12",2,37
"1761","Estonia","2014-01",1,38
"1762","Estonia","2014-02",1,39
"1763","Estonia","2014-04",2,41
"1764","Estonia","2014-06",1,42
"1765","Estonia","2014-08",2,44
"1766","Estonia","2014-09",2,46
"1767","Estonia","2014-10",3,49
"1768","Estonia","2014-11",2,51
"1769","Estonia","2014-12",3,54
"1770","Estonia","2015-01",1,55
"1771","Estonia","2015-02",2,57
"1772","Estonia","2015-03",1,58
"1773","Estonia","2015-04",2,60
"1774","Estonia","2015-08",1,61
"1775","Estonia","2015-09",1,62
"1776","Estonia","2015-10",1,63
"1777","Estonia","2015-11",1,64
"1778","Estonia","2015-12",2,66
"1779","Estonia","2016-02",1,67
"1780","Estonia","2016-03",2,69
"1781","Estonia","2016-04",1,70
"1782","Estonia","2016-05",1,71
"1783","Estonia","2016-08",3,74
"1784","Estonia","2016-09",1,75
"1785","Estonia","2016-10",1,76
"1786","Estonia","2016-11",2,78
"1787","Estonia","2016-12",1,79
"1788","Estonia","2017-01",4,83
"1789","Estonia","2017-02",1,84
"1790","Estonia","2017-03",1,85
"1791","Estonia","2017-04",2,87
"1792","Estonia","2017-06",3,90
"1793","Estonia","2017-07",1,91
"1794","Estonia","2017-09",3,94
"1795","Estonia","2017-10",4,98
"1796","Estonia","2017-11",1,99
"1797","Estonia","2017-12",1,100
"1798","Estonia","2018-01",1,101
"1799","Estonia","2018-02",1,102
"1800","Estonia","2018-03",2,104
"1801","Estonia","2018-04",4,108
"1802","Estonia","2018-05",1,109
"1803","Estonia","2018-06",2,111
"1804","Estonia","2018-07",1,112
"1805","Estonia","2018-08",4,116
"1806","Estonia","2018-09",1,117
"1807","Estonia","2018-10",2,119
"1808","Estonia","2018-11",3,122
"1809","Estonia","2018-12",1,123
"1810","Ethiopia","2011-02",1,1
"1811","Ethiopia","2014-03",2,3
"1812","Ethiopia","2014-05",1,4
"1813","Ethiopia","2015-05",1,5
"1814","Ethiopia","2015-09",2,7
"1815","Ethiopia","2015-11",1,8
"1816","Ethiopia","2016-03",1,9
"1817","Ethiopia","2016-11",1,10
"1818","Ethiopia","2017-08",1,11
"1819","Ethiopia","2018-11",2,13
"1820","Faroe Islands","2014-07",1,1
"1821","Faroe Islands","2014-10",1,2
"1822","Faroe Islands","2016-04",1,3
"1823","Fiji","2011-08",1,1
"1824","Fiji","2013-06",1,2
"1825","Fiji","2014-12",1,3
"1826","Fiji","2018-01",1,4
"1827","Finland","2010-08",9,9
"1828","Finland","2010-10",1,10
"1829","Finland","2010-11",2,12
"1830","Finland","2010-12",1,13
"1831","Finland","2011-01",2,15
"1832","Finland","2011-02",3,18
"1833","Finland","2011-03",2,20
"1834","Finland","2011-04",4,24
"1835","Finland","2011-05",1,25
"1836","Finland","2011-06",2,27
"1837","Finland","2011-08",4,31
"1838","Finland","2011-09",1,32
"1839","Finland","2011-10",4,36
"1840","Finland","2011-11",6,42
"1841","Finland","2011-12",5,47
"1842","Finland","2012-01",4,51
"1843","Finland","2012-02",2,53
"1844","Finland","2012-03",2,55
"1845","Finland","2012-04",1,56
"1846","Finland","2012-06",1,57
"1847","Finland","2012-07",2,59
"1848","Finland","2012-08",1,60
"1849","Finland","2012-09",3,63
"1850","Finland","2012-10",3,66
"1851","Finland","2012-11",3,69
"1852","Finland","2012-12",2,71
"1853","Finland","2013-01",3,74
"1854","Finland","2013-02",4,78
"1855","Finland","2013-03",4,82
"1856","Finland","2013-04",4,86
"1857","Finland","2013-05",1,87
"1858","Finland","2013-06",2,89
"1859","Finland","2013-07",1,90
"1860","Finland","2013-08",4,94
"1861","Finland","2013-09",1,95
"1862","Finland","2013-10",7,102
"1863","Finland","2013-11",5,107
"1864","Finland","2014-01",2,109
"1865","Finland","2014-02",4,113
"1866","Finland","2014-03",4,117
"1867","Finland","2014-04",1,118
"1868","Finland","2014-05",4,122
"1869","Finland","2014-06",1,123
"1870","Finland","2014-07",4,127
"1871","Finland","2014-08",3,130
"1872","Finland","2014-09",7,137
"1873","Finland","2014-10",12,149
"1874","Finland","2014-11",7,156
"1875","Finland","2014-12",3,159
"1876","Finland","2015-01",10,169
"1877","Finland","2015-02",3,172
"1878","Finland","2015-03",5,177
"1879","Finland","2015-04",6,183
"1880","Finland","2015-05",4,187
"1881","Finland","2015-06",5,192
"1882","Finland","2015-07",6,198
"1883","Finland","2015-08",1,199
"1884","Finland","2015-09",2,201
"1885","Finland","2015-10",5,206
"1886","Finland","2015-11",2,208
"1887","Finland","2015-12",3,211
"1888","Finland","2016-01",5,216
"1889","Finland","2016-02",6,222
"1890","Finland","2016-03",2,224
"1891","Finland","2016-04",1,225
"1892","Finland","2016-05",4,229
"1893","Finland","2016-06",1,230
"1894","Finland","2016-07",3,233
"1895","Finland","2016-09",6,239
"1896","Finland","2016-10",8,247
"1897","Finland","2016-11",8,255
"1898","Finland","2016-12",4,259
"1899","Finland","2017-01",2,261
"1900","Finland","2017-02",3,264
"1901","Finland","2017-03",5,269
"1902","Finland","2017-04",5,274
"1903","Finland","2017-05",1,275
"1904","Finland","2017-06",3,278
"1905","Finland","2017-07",2,280
"1906","Finland","2017-08",4,284
"1907","Finland","2017-09",2,286
"1908","Finland","2017-10",6,292
"1909","Finland","2017-11",1,293
"1910","Finland","2017-12",5,298
"1911","Finland","2018-01",6,304
"1912","Finland","2018-02",4,308
"1913","Finland","2018-03",4,312
"1914","Finland","2018-04",1,313
"1915","Finland","2018-05",6,319
"1916","Finland","2018-06",2,321
"1917","Finland","2018-07",1,322
"1918","Finland","2018-08",3,325
"1919","Finland","2018-09",4,329
"1920","Finland","2018-10",6,335
"1921","Finland","2018-11",5,340
"1922","France","2010-08",5,5
"1923","France","2010-09",4,9
"1924","France","2010-10",3,12
"1925","France","2010-11",4,16
"1926","France","2010-12",3,19
"1927","France","2011-01",10,29
"1928","France","2011-02",2,31
"1929","France","2011-03",7,38
"1930","France","2011-04",19,57
"1931","France","2011-05",6,63
"1932","France","2011-06",8,71
"1933","France","2011-07",13,84
"1934","France","2011-08",19,103
"1935","France","2011-09",11,114
"1936","France","2011-10",8,122
"1937","France","2011-11",7,129
"1938","France","2011-12",10,139
"1939","France","2012-01",6,145
"1940","France","2012-02",10,155
"1941","France","2012-03",10,165
"1942","France","2012-04",9,174
"1943","France","2012-05",7,181
"1944","France","2012-06",14,195
"1945","France","2012-07",9,204
"1946","France","2012-08",11,215
"1947","France","2012-09",9,224
"1948","France","2012-10",7,231
"1949","France","2012-11",17,248
"1950","France","2012-12",11,259
"1951","France","2013-01",11,270
"1952","France","2013-02",12,282
"1953","France","2013-03",14,296
"1954","France","2013-04",13,309
"1955","France","2013-05",16,325
"1956","France","2013-06",12,337
"1957","France","2013-07",14,351
"1958","France","2013-08",13,364
"1959","France","2013-09",10,374
"1960","France","2013-10",10,384
"1961","France","2013-11",16,400
"1962","France","2013-12",14,414
"1963","France","2014-01",20,434
"1964","France","2014-02",17,451
"1965","France","2014-03",17,468
"1966","France","2014-04",15,483
"1967","France","2014-05",12,495
"1968","France","2014-06",10,505
"1969","France","2014-07",19,524
"1970","France","2014-08",16,540
"1971","France","2014-09",16,556
"1972","France","2014-10",25,581
"1973","France","2014-11",20,601
"1974","France","2014-12",17,618
"1975","France","2015-01",16,634
"1976","France","2015-02",17,651
"1977","France","2015-03",17,668
"1978","France","2015-04",20,688
"1979","France","2015-05",18,706
"1980","France","2015-06",27,733
"1981","France","2015-07",24,757
"1982","France","2015-08",15,772
"1983","France","2015-09",25,797
"1984","France","2015-10",34,831
"1985","France","2015-11",24,855
"1986","France","2015-12",19,874
"1987","France","2016-01",17,891
"1988","France","2016-02",12,903
"1989","France","2016-03",31,934
"1990","France","2016-04",15,949
"1991","France","2016-05",18,967
"1992","France","2016-06",7,974
"1993","France","2016-07",21,995
"1994","France","2016-08",18,1013
"1995","France","2016-09",20,1033
"1996","France","2016-10",16,1049
"1997","France","2016-11",31,1080
"1998","France","2016-12",18,1098
"1999","France","2017-01",21,1119
"2000","France","2017-02",19,1138
"2001","France","2017-03",14,1152
"2002","France","2017-04",21,1173
"2003","France","2017-05",19,1192
"2004","France","2017-06",19,1211
"2005","France","2017-07",19,1230
"2006","France","2017-08",16,1246
"2007","France","2017-09",22,1268
"2008","France","2017-10",21,1289
"2009","France","2017-11",24,1313
"2010","France","2017-12",21,1334
"2011","France","2018-01",20,1354
"2012","France","2018-02",18,1372
"2013","France","2018-03",19,1391
"2014","France","2018-04",13,1404
"2015","France","2018-05",20,1424
"2016","France","2018-06",11,1435
"2017","France","2018-07",18,1453
"2018","France","2018-08",26,1479
"2019","France","2018-09",22,1501
"2020","France","2018-10",34,1535
"2021","France","2018-11",25,1560
"2022","France","2018-12",1,1561
"2023","French Polynesia","2012-09",1,1
"2024","French Polynesia","2015-12",1,2
"2025","Georgia","2010-09",1,1
"2026","Georgia","2011-12",1,2
"2027","Georgia","2012-01",1,3
"2028","Georgia","2012-03",1,4
"2029","Georgia","2012-04",1,5
"2030","Georgia","2012-06",1,6
"2031","Georgia","2012-08",2,8
"2032","Georgia","2012-10",2,10
"2033","Georgia","2012-11",1,11
"2034","Georgia","2013-01",1,12
"2035","Georgia","2013-04",2,14
"2036","Georgia","2013-05",1,15
"2037","Georgia","2013-07",1,16
"2038","Georgia","2013-08",1,17
"2039","Georgia","2013-09",1,18
"2040","Georgia","2013-10",1,19
"2041","Georgia","2014-03",2,21
"2042","Georgia","2014-05",1,22
"2043","Georgia","2014-08",1,23
"2044","Georgia","2014-09",2,25
"2045","Georgia","2014-10",2,27
"2046","Georgia","2014-11",1,28
"2047","Georgia","2014-12",1,29
"2048","Georgia","2015-01",2,31
"2049","Georgia","2015-03",1,32
"2050","Georgia","2015-08",3,35
"2051","Georgia","2015-09",2,37
"2052","Georgia","2015-11",2,39
"2053","Georgia","2015-12",1,40
"2054","Georgia","2016-01",3,43
"2055","Georgia","2016-03",1,44
"2056","Georgia","2016-08",1,45
"2057","Georgia","2016-09",2,47
"2058","Georgia","2016-10",1,48
"2059","Georgia","2016-11",3,51
"2060","Georgia","2016-12",3,54
"2061","Georgia","2017-01",2,56
"2062","Georgia","2017-02",2,58
"2063","Georgia","2017-03",1,59
"2064","Georgia","2017-04",1,60
"2065","Georgia","2017-06",1,61
"2066","Georgia","2017-07",4,65
"2067","Georgia","2017-09",1,66
"2068","Georgia","2017-11",2,68
"2069","Georgia","2017-12",3,71
"2070","Georgia","2018-01",2,73
"2071","Georgia","2018-04",2,75
"2072","Georgia","2018-06",1,76
"2073","Georgia","2018-07",1,77
"2074","Georgia","2018-09",1,78
"2075","Georgia","2018-10",1,79
"2076","Georgia","2018-11",2,81
"2077","Germany","2010-08",19,19
"2078","Germany","2010-09",13,32
"2079","Germany","2010-10",10,42
"2080","Germany","2010-11",10,52
"2081","Germany","2010-12",11,63
"2082","Germany","2011-01",19,82
"2083","Germany","2011-02",15,97
"2084","Germany","2011-03",9,106
"2085","Germany","2011-04",30,136
"2086","Germany","2011-05",19,155
"2087","Germany","2011-06",18,173
"2088","Germany","2011-07",29,202
"2089","Germany","2011-08",44,246
"2090","Germany","2011-09",27,273
"2091","Germany","2011-10",36,309
"2092","Germany","2011-11",19,328
"2093","Germany","2011-12",25,353
"2094","Germany","2012-01",37,390
"2095","Germany","2012-02",25,415
"2096","Germany","2012-03",25,440
"2097","Germany","2012-04",25,465
"2098","Germany","2012-05",18,483
"2099","Germany","2012-06",23,506
"2100","Germany","2012-07",35,541
"2101","Germany","2012-08",29,570
"2102","Germany","2012-09",27,597
"2103","Germany","2012-10",22,619
"2104","Germany","2012-11",25,644
"2105","Germany","2012-12",35,679
"2106","Germany","2013-01",33,712
"2107","Germany","2013-02",27,739
"2108","Germany","2013-03",25,764
"2109","Germany","2013-04",28,792
"2110","Germany","2013-05",34,826
"2111","Germany","2013-06",35,861
"2112","Germany","2013-07",28,889
"2113","Germany","2013-08",21,910
"2114","Germany","2013-09",16,926
"2115","Germany","2013-10",47,973
"2116","Germany","2013-11",41,1014
"2117","Germany","2013-12",28,1042
"2118","Germany","2014-01",37,1079
"2119","Germany","2014-02",31,1110
"2120","Germany","2014-03",31,1141
"2121","Germany","2014-04",22,1163
"2122","Germany","2014-05",25,1188
"2123","Germany","2014-06",27,1215
"2124","Germany","2014-07",28,1243
"2125","Germany","2014-08",28,1271
"2126","Germany","2014-09",46,1317
"2127","Germany","2014-10",48,1365
"2128","Germany","2014-11",46,1411
"2129","Germany","2014-12",36,1447
"2130","Germany","2015-01",37,1484
"2131","Germany","2015-02",34,1518
"2132","Germany","2015-03",42,1560
"2133","Germany","2015-04",40,1600
"2134","Germany","2015-05",52,1652
"2135","Germany","2015-06",51,1703
"2136","Germany","2015-07",39,1742
"2137","Germany","2015-08",48,1790
"2138","Germany","2015-09",44,1834
"2139","Germany","2015-10",63,1897
"2140","Germany","2015-11",44,1941
"2141","Germany","2015-12",41,1982
"2142","Germany","2016-01",45,2027
"2143","Germany","2016-02",43,2070
"2144","Germany","2016-03",33,2103
"2145","Germany","2016-04",44,2147
"2146","Germany","2016-05",29,2176
"2147","Germany","2016-06",34,2210
"2148","Germany","2016-07",36,2246
"2149","Germany","2016-08",28,2274
"2150","Germany","2016-09",53,2327
"2151","Germany","2016-10",52,2379
"2152","Germany","2016-11",40,2419
"2153","Germany","2016-12",32,2451
"2154","Germany","2017-01",41,2492
"2155","Germany","2017-02",42,2534
"2156","Germany","2017-03",41,2575
"2157","Germany","2017-04",40,2615
"2158","Germany","2017-05",38,2653
"2159","Germany","2017-06",33,2686
"2160","Germany","2017-07",25,2711
"2161","Germany","2017-08",27,2738
"2162","Germany","2017-09",30,2768
"2163","Germany","2017-10",43,2811
"2164","Germany","2017-11",47,2858
"2165","Germany","2017-12",32,2890
"2166","Germany","2018-01",30,2920
"2167","Germany","2018-02",40,2960
"2168","Germany","2018-03",29,2989
"2169","Germany","2018-04",33,3022
"2170","Germany","2018-05",25,3047
"2171","Germany","2018-06",30,3077
"2172","Germany","2018-07",27,3104
"2173","Germany","2018-08",37,3141
"2174","Germany","2018-09",40,3181
"2175","Germany","2018-10",49,3230
"2176","Germany","2018-11",40,3270
"2177","Ghana","2011-08",1,1
"2178","Ghana","2012-01",1,2
